tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,_gold_intent
25,cust_16175,True,Fri Mar 01 02:55:00 +0000 2024,"Just checking in on order #726563708, when will it ship?",26,,order_status
26,AmazonHelp,False,Fri Mar 01 03:11:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #248532577 and zip code so we can pull up tracking. ^AB,,25,order_status
27,cust_60019,True,Fri Mar 01 03:09:00 +0000 2024,"Hi, can you tell me where order #264112119 is? Placed it last week.",28,,order_status
28,AmazonHelp,False,Fri Mar 01 04:03:00 +0000 2024,We hear you! Send us a DM with order #553290810 and we'll get you the most current tracking update. ^DM,,27,order_status
29,cust_44973,True,Fri Mar 01 03:23:00 +0000 2024,"Just checking in on order #668132202, when will it ship?",30,,order_status
30,AmazonHelp,False,Fri Mar 01 04:36:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #830448745 and zip code so we can pull up tracking. ^AB,,29,order_status
31,cust_75612,True,Fri Mar 01 03:37:00 +0000 2024,Where's my package for order #219778234? No tracking info showing up.,32,,order_status
32,AmazonHelp,False,Fri Mar 01 04:15:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #587182120 and zip code so we can pull up tracking. ^AB,,31,order_status
33,cust_30032,True,Fri Mar 01 03:51:00 +0000 2024,@AmazonHelp any update on order #645119047? Tracking hasn't moved in 3 days.,34,,order_status
34,AmazonHelp,False,Fri Mar 01 04:21:00 +0000 2024,Thanks for reaching out! Could you send us the order number #786066793 via DM so we can check the latest tracking status? ^KT,,33,order_status
35,cust_12552,True,Fri Mar 01 04:05:00 +0000 2024,Where's my package for order #918739736? No tracking info showing up.,36,,order_status
36,AmazonHelp,False,Fri Mar 01 05:12:00 +0000 2024,We hear you! Send us a DM with order #100614068 and we'll get you the most current tracking update. ^DM,,35,order_status
37,cust_73699,True,Fri Mar 01 04:19:00 +0000 2024,"Hi, can you tell me where order #489747629 is? Placed it last week.",38,,order_status
38,AmazonHelp,False,Fri Mar 01 04:34:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #358633898 and zip code so we can pull up tracking. ^AB,,37,order_status
39,cust_44741,True,Fri Mar 01 04:33:00 +0000 2024,"Hi, can you tell me where order #916690353 is? Placed it last week.",40,,order_status
40,AmazonHelp,False,Fri Mar 01 04:59:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #237859287 and zip code so we can pull up tracking. ^AB,,39,order_status
41,cust_62296,True,Fri Mar 01 04:47:00 +0000 2024,"Just checking in on order #327416584, when will it ship?",42,,order_status
42,AmazonHelp,False,Fri Mar 01 05:31:00 +0000 2024,We hear you! Send us a DM with order #840739735 and we'll get you the most current tracking update. ^DM,,41,order_status
43,cust_12757,True,Fri Mar 01 05:01:00 +0000 2024,Where's my package for order #570406376? No tracking info showing up.,44,,order_status
44,AmazonHelp,False,Fri Mar 01 05:49:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #366186631 and zip code so we can pull up tracking. ^AB,,43,order_status
45,cust_14117,True,Fri Mar 01 05:15:00 +0000 2024,@AmazonHelp any update on order #731832764? Tracking hasn't moved in 3 days.,46,,order_status
46,AmazonHelp,False,Fri Mar 01 05:28:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #860038427 and zip code so we can pull up tracking. ^AB,,45,order_status
47,cust_27342,True,Fri Mar 01 05:29:00 +0000 2024,Where's my package for order #176082500? No tracking info showing up.,48,,order_status
48,AmazonHelp,False,Fri Mar 01 06:43:00 +0000 2024,Thanks for reaching out! Could you send us the order number #818309417 via DM so we can check the latest tracking status? ^KT,,47,order_status
49,cust_66498,True,Fri Mar 01 05:43:00 +0000 2024,"Just checking in on order #360916298, when will it ship?",50,,order_status
50,AmazonHelp,False,Fri Mar 01 07:12:00 +0000 2024,Thanks for reaching out! Could you send us the order number #304451095 via DM so we can check the latest tracking status? ^KT,,49,order_status
51,cust_54473,True,Fri Mar 01 05:57:00 +0000 2024,Where's my package for order #554814084? No tracking info showing up.,52,,order_status
52,AmazonHelp,False,Fri Mar 01 06:53:00 +0000 2024,We hear you! Send us a DM with order #158165865 and we'll get you the most current tracking update. ^DM,,51,order_status
53,cust_46509,True,Fri Mar 01 06:11:00 +0000 2024,"Hi, can you tell me where order #366992705 is? Placed it last week.",54,,order_status
54,AmazonHelp,False,Fri Mar 01 06:39:00 +0000 2024,We hear you! Send us a DM with order #581695135 and we'll get you the most current tracking update. ^DM,,53,order_status
55,cust_11934,True,Fri Mar 01 06:25:00 +0000 2024,"Just checking in on order #368227631, when will it ship?",56,,order_status
56,AmazonHelp,False,Fri Mar 01 07:39:00 +0000 2024,We hear you! Send us a DM with order #205128697 and we'll get you the most current tracking update. ^DM,,55,order_status
57,cust_17685,True,Fri Mar 01 06:39:00 +0000 2024,"Hi, can you tell me where order #909134796 is? Placed it last week.",58,,order_status
58,AmazonHelp,False,Fri Mar 01 07:35:00 +0000 2024,Thanks for reaching out! Could you send us the order number #621453189 via DM so we can check the latest tracking status? ^KT,,57,order_status
59,cust_82845,True,Fri Mar 01 06:53:00 +0000 2024,@AmazonHelp any update on order #506919288? Tracking hasn't moved in 3 days.,60,,order_status
60,AmazonHelp,False,Fri Mar 01 07:52:00 +0000 2024,Thanks for reaching out! Could you send us the order number #941889393 via DM so we can check the latest tracking status? ^KT,,59,order_status
61,cust_17989,True,Fri Mar 01 07:07:00 +0000 2024,"Just checking in on order #266211829, when will it ship?",62,,order_status
62,AmazonHelp,False,Fri Mar 01 08:21:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #162795957 and zip code so we can pull up tracking. ^AB,,61,order_status
63,cust_76562,True,Fri Mar 01 07:21:00 +0000 2024,Where's my package for order #161380746? No tracking info showing up.,64,,order_status
64,AmazonHelp,False,Fri Mar 01 07:33:00 +0000 2024,Thanks for reaching out! Could you send us the order number #639931481 via DM so we can check the latest tracking status? ^KT,,63,order_status
65,cust_84668,True,Fri Mar 01 07:35:00 +0000 2024,"Hi, can you tell me where order #299528037 is? Placed it last week.",66,,order_status
66,AmazonHelp,False,Fri Mar 01 07:55:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #825003955 and zip code so we can pull up tracking. ^AB,,65,order_status
67,cust_84085,True,Fri Mar 01 07:49:00 +0000 2024,@AmazonHelp any update on order #721609600? Tracking hasn't moved in 3 days.,68,,order_status
68,AmazonHelp,False,Fri Mar 01 09:08:00 +0000 2024,We hear you! Send us a DM with order #188029013 and we'll get you the most current tracking update. ^DM,,67,order_status
69,cust_27154,True,Fri Mar 01 08:03:00 +0000 2024,Where's my package for order #379995032? No tracking info showing up.,70,,order_status
70,AmazonHelp,False,Fri Mar 01 08:58:00 +0000 2024,We hear you! Send us a DM with order #437352358 and we'll get you the most current tracking update. ^DM,,69,order_status
71,cust_23104,True,Fri Mar 01 08:17:00 +0000 2024,Where's my package for order #590941149? No tracking info showing up.,72,,order_status
72,AmazonHelp,False,Fri Mar 01 09:34:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #110002396 and zip code so we can pull up tracking. ^AB,,71,order_status
73,cust_58434,True,Fri Mar 01 08:31:00 +0000 2024,"Hi, can you tell me where order #677280546 is? Placed it last week.",74,,order_status
74,AmazonHelp,False,Fri Mar 01 09:07:00 +0000 2024,Thanks for reaching out! Could you send us the order number #242224154 via DM so we can check the latest tracking status? ^KT,,73,order_status
75,cust_79329,True,Fri Mar 01 08:45:00 +0000 2024,Where's my package for order #269379374? No tracking info showing up.,76,,order_status
76,AmazonHelp,False,Fri Mar 01 10:13:00 +0000 2024,We hear you! Send us a DM with order #424825305 and we'll get you the most current tracking update. ^DM,,75,order_status
77,cust_24029,True,Fri Mar 01 08:59:00 +0000 2024,"Hi, can you tell me where order #817112652 is? Placed it last week.",78,,order_status
78,AmazonHelp,False,Fri Mar 01 09:18:00 +0000 2024,We hear you! Send us a DM with order #211225158 and we'll get you the most current tracking update. ^DM,,77,order_status
79,cust_44600,True,Fri Mar 01 09:13:00 +0000 2024,@AmazonHelp any update on order #392431670? Tracking hasn't moved in 3 days.,80,,order_status
80,AmazonHelp,False,Fri Mar 01 10:39:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #870530217 and zip code so we can pull up tracking. ^AB,,79,order_status
81,cust_53719,True,Fri Mar 01 09:27:00 +0000 2024,"Just checking in on order #369639388, when will it ship?",82,,order_status
82,AmazonHelp,False,Fri Mar 01 09:32:00 +0000 2024,We hear you! Send us a DM with order #554811020 and we'll get you the most current tracking update. ^DM,,81,order_status
83,cust_83519,True,Fri Mar 01 09:41:00 +0000 2024,@AmazonHelp any update on order #784095277? Tracking hasn't moved in 3 days.,84,,order_status
84,AmazonHelp,False,Fri Mar 01 10:40:00 +0000 2024,We hear you! Send us a DM with order #574417266 and we'll get you the most current tracking update. ^DM,,83,order_status
85,cust_82420,True,Fri Mar 01 09:55:00 +0000 2024,"Hi, can you tell me where order #220123666 is? Placed it last week.",86,,order_status
86,AmazonHelp,False,Fri Mar 01 11:14:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #685823118 and zip code so we can pull up tracking. ^AB,,85,order_status
87,cust_99399,True,Fri Mar 01 10:09:00 +0000 2024,@AmazonHelp any update on order #561479973? Tracking hasn't moved in 3 days.,88,,order_status
88,AmazonHelp,False,Fri Mar 01 10:40:00 +0000 2024,Thanks for reaching out! Could you send us the order number #491541578 via DM so we can check the latest tracking status? ^KT,,87,order_status
89,cust_41029,True,Fri Mar 01 10:23:00 +0000 2024,@AmazonHelp any update on order #816114302? Tracking hasn't moved in 3 days.,90,,order_status
90,AmazonHelp,False,Fri Mar 01 10:47:00 +0000 2024,We hear you! Send us a DM with order #536344399 and we'll get you the most current tracking update. ^DM,,89,order_status
91,cust_97806,True,Fri Mar 01 10:37:00 +0000 2024,@AmazonHelp any update on order #958872154? Tracking hasn't moved in 3 days.,92,,order_status
92,AmazonHelp,False,Fri Mar 01 11:34:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #292587044 and zip code so we can pull up tracking. ^AB,,91,order_status
93,cust_39154,True,Fri Mar 01 10:51:00 +0000 2024,@AmazonHelp any update on order #386480450? Tracking hasn't moved in 3 days.,94,,order_status
94,AmazonHelp,False,Fri Mar 01 11:56:00 +0000 2024,We hear you! Send us a DM with order #216066793 and we'll get you the most current tracking update. ^DM,,93,order_status
95,cust_96511,True,Fri Mar 01 11:05:00 +0000 2024,@AmazonHelp any update on order #976803188? Tracking hasn't moved in 3 days.,96,,order_status
96,AmazonHelp,False,Fri Mar 01 11:13:00 +0000 2024,Thanks for reaching out! Could you send us the order number #981044229 via DM so we can check the latest tracking status? ^KT,,95,order_status
97,cust_76768,True,Fri Mar 01 11:19:00 +0000 2024,@AmazonHelp any update on order #527849588? Tracking hasn't moved in 3 days.,98,,order_status
98,AmazonHelp,False,Fri Mar 01 12:46:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #930353157 and zip code so we can pull up tracking. ^AB,,97,order_status
99,cust_44795,True,Fri Mar 01 11:33:00 +0000 2024,"Just checking in on order #829627019, when will it ship?",100,,order_status
100,AmazonHelp,False,Fri Mar 01 12:52:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #223847257 and zip code so we can pull up tracking. ^AB,,99,order_status
101,cust_77033,True,Fri Mar 01 11:47:00 +0000 2024,"Hi, can you tell me where order #216396351 is? Placed it last week.",102,,order_status
102,AmazonHelp,False,Fri Mar 01 13:09:00 +0000 2024,Thanks for reaching out! Could you send us the order number #882269302 via DM so we can check the latest tracking status? ^KT,,101,order_status
103,cust_80575,True,Fri Mar 01 12:01:00 +0000 2024,"Hi, can you tell me where order #513600440 is? Placed it last week.",104,,order_status
104,AmazonHelp,False,Fri Mar 01 13:12:00 +0000 2024,Thanks for reaching out! Could you send us the order number #147659674 via DM so we can check the latest tracking status? ^KT,,103,order_status
105,cust_26334,True,Fri Mar 01 12:15:00 +0000 2024,@AmazonHelp any update on order #491079829? Tracking hasn't moved in 3 days.,106,,order_status
106,AmazonHelp,False,Fri Mar 01 13:44:00 +0000 2024,We hear you! Send us a DM with order #454549587 and we'll get you the most current tracking update. ^DM,,105,order_status
107,cust_82667,True,Fri Mar 01 12:29:00 +0000 2024,Where's my package for order #644518647? No tracking info showing up.,108,,order_status
108,AmazonHelp,False,Fri Mar 01 13:11:00 +0000 2024,Thanks for reaching out! Could you send us the order number #450236225 via DM so we can check the latest tracking status? ^KT,,107,order_status
109,cust_49446,True,Fri Mar 01 12:43:00 +0000 2024,@AmazonHelp any update on order #305986733? Tracking hasn't moved in 3 days.,110,,order_status
110,AmazonHelp,False,Fri Mar 01 14:00:00 +0000 2024,Thanks for reaching out! Could you send us the order number #827264603 via DM so we can check the latest tracking status? ^KT,,109,order_status
111,cust_89516,True,Fri Mar 01 12:57:00 +0000 2024,"Just checking in on order #688343096, when will it ship?",112,,order_status
112,AmazonHelp,False,Fri Mar 01 14:16:00 +0000 2024,Thanks for reaching out! Could you send us the order number #325681936 via DM so we can check the latest tracking status? ^KT,,111,order_status
113,cust_96356,True,Fri Mar 01 13:11:00 +0000 2024,Where's my package for order #599277266? No tracking info showing up.,114,,order_status
114,AmazonHelp,False,Fri Mar 01 13:37:00 +0000 2024,We hear you! Send us a DM with order #329460134 and we'll get you the most current tracking update. ^DM,,113,order_status
115,cust_98184,True,Fri Mar 01 13:25:00 +0000 2024,"Hi, can you tell me where order #404713332 is? Placed it last week.",116,,order_status
116,AmazonHelp,False,Fri Mar 01 14:00:00 +0000 2024,We hear you! Send us a DM with order #764926227 and we'll get you the most current tracking update. ^DM,,115,order_status
117,cust_19545,True,Fri Mar 01 13:39:00 +0000 2024,Where's my package for order #341206079? No tracking info showing up.,118,,order_status
118,AmazonHelp,False,Fri Mar 01 15:02:00 +0000 2024,Hi there! Let's take a look. Please DM us your order number #149621604 and zip code so we can pull up tracking. ^AB,,117,order_status
119,cust_41979,True,Fri Mar 01 13:53:00 +0000 2024,"Just checking in on order #545002643, when will it ship?",120,,order_status
120,AmazonHelp,False,Fri Mar 01 14:49:00 +0000 2024,We hear you! Send us a DM with order #847704681 and we'll get you the most current tracking update. ^DM,,119,order_status
121,cust_77889,True,Fri Mar 01 14:07:00 +0000 2024,"This is ridiculous, order #804436922 is 14 days late with no explanation.",122,,delivery_delay
122,AmazonHelp,False,Fri Mar 01 14:34:00 +0000 2024,We're really sorry for the delay on order #935822550. Please DM your order number and address so we can investigate with the carrier. ^JS,,121,delivery_delay
123,cust_97500,True,Fri Mar 01 14:21:00 +0000 2024,"Order #153921577 says delivered but I never got it, and it was already 5 days late.",124,,delivery_delay
124,AmazonHelp,False,Fri Mar 01 15:25:00 +0000 2024,We're really sorry for the delay on order #590122159. Please DM your order number and address so we can investigate with the carrier. ^JS,,123,delivery_delay
125,cust_30861,True,Fri Mar 01 14:35:00 +0000 2024,@AmazonHelp order #910943524 missed its delivery window again. What's going on?,126,,delivery_delay
126,AmazonHelp,False,Fri Mar 01 15:37:00 +0000 2024,That's not the experience we want for you. DM us order #642001424 and we'll look into the carrier delay right away. ^AB,,125,delivery_delay
127,cust_73517,True,Fri Mar 01 14:49:00 +0000 2024,"Order #583258726 says delivered but I never got it, and it was already 14 days late.",128,,delivery_delay
128,AmazonHelp,False,Fri Mar 01 16:00:00 +0000 2024,We're really sorry for the delay on order #784683755. Please DM your order number and address so we can investigate with the carrier. ^JS,,127,delivery_delay
129,cust_51904,True,Fri Mar 01 15:03:00 +0000 2024,"This is ridiculous, order #394846763 is 3 days late with no explanation.",130,,delivery_delay
130,AmazonHelp,False,Fri Mar 01 15:50:00 +0000 2024,That's not the experience we want for you. DM us order #406798268 and we'll look into the carrier delay right away. ^AB,,129,delivery_delay
131,cust_18418,True,Fri Mar 01 15:17:00 +0000 2024,My order #248578017 was supposed to arrive 5 days ago and it's still not here!,132,,delivery_delay
132,AmazonHelp,False,Fri Mar 01 15:49:00 +0000 2024,Apologies for the wait on order #845122940! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,131,delivery_delay
133,cust_61049,True,Fri Mar 01 15:31:00 +0000 2024,"Order #537656494 says delivered but I never got it, and it was already 10 days late.",134,,delivery_delay
134,AmazonHelp,False,Fri Mar 01 16:29:00 +0000 2024,Apologies for the wait on order #546434187! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,133,delivery_delay
135,cust_64921,True,Fri Mar 01 15:45:00 +0000 2024,My order #922050912 was supposed to arrive 8 days ago and it's still not here!,136,,delivery_delay
136,AmazonHelp,False,Fri Mar 01 16:39:00 +0000 2024,Apologies for the wait on order #106330865! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,135,delivery_delay
137,cust_97670,True,Fri Mar 01 15:59:00 +0000 2024,"This is ridiculous, order #624232414 is 6 days late with no explanation.",138,,delivery_delay
138,AmazonHelp,False,Fri Mar 01 16:47:00 +0000 2024,Apologies for the wait on order #621454127! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,137,delivery_delay
139,cust_87580,True,Fri Mar 01 16:13:00 +0000 2024,"Order #877583839 says delivered but I never got it, and it was already 9 days late.",140,,delivery_delay
140,AmazonHelp,False,Fri Mar 01 17:08:00 +0000 2024,We're really sorry for the delay on order #768143326. Please DM your order number and address so we can investigate with the carrier. ^JS,,139,delivery_delay
141,cust_52906,True,Fri Mar 01 16:27:00 +0000 2024,My order #190137896 was supposed to arrive 4 days ago and it's still not here!,142,,delivery_delay
142,AmazonHelp,False,Fri Mar 01 17:20:00 +0000 2024,Apologies for the wait on order #295130056! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,141,delivery_delay
143,cust_71644,True,Fri Mar 01 16:41:00 +0000 2024,"This is ridiculous, order #588229686 is 7 days late with no explanation.",144,,delivery_delay
144,AmazonHelp,False,Fri Mar 01 16:56:00 +0000 2024,Apologies for the wait on order #398775766! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,143,delivery_delay
145,cust_15276,True,Fri Mar 01 16:55:00 +0000 2024,My order #904258674 was supposed to arrive 2 days ago and it's still not here!,146,,delivery_delay
146,AmazonHelp,False,Fri Mar 01 18:23:00 +0000 2024,Apologies for the wait on order #340756713! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,145,delivery_delay
147,cust_97747,True,Fri Mar 01 17:09:00 +0000 2024,My order #365518424 was supposed to arrive 2 days ago and it's still not here!,148,,delivery_delay
148,AmazonHelp,False,Fri Mar 01 18:14:00 +0000 2024,That's not the experience we want for you. DM us order #263619298 and we'll look into the carrier delay right away. ^AB,,147,delivery_delay
149,cust_89593,True,Fri Mar 01 17:23:00 +0000 2024,My order #705557720 was supposed to arrive 9 days ago and it's still not here!,150,,delivery_delay
150,AmazonHelp,False,Fri Mar 01 18:45:00 +0000 2024,That's not the experience we want for you. DM us order #375139575 and we'll look into the carrier delay right away. ^AB,,149,delivery_delay
151,cust_98781,True,Fri Mar 01 17:37:00 +0000 2024,My order #935147672 was supposed to arrive 6 days ago and it's still not here!,152,,delivery_delay
152,AmazonHelp,False,Fri Mar 01 18:55:00 +0000 2024,We're really sorry for the delay on order #721358005. Please DM your order number and address so we can investigate with the carrier. ^JS,,151,delivery_delay
153,cust_99687,True,Fri Mar 01 17:51:00 +0000 2024,"Order #525904456 says delivered but I never got it, and it was already 3 days late.",154,,delivery_delay
154,AmazonHelp,False,Fri Mar 01 18:34:00 +0000 2024,That's not the experience we want for you. DM us order #841541582 and we'll look into the carrier delay right away. ^AB,,153,delivery_delay
155,cust_58571,True,Fri Mar 01 18:05:00 +0000 2024,My order #954942461 was supposed to arrive 14 days ago and it's still not here!,156,,delivery_delay
156,AmazonHelp,False,Fri Mar 01 19:34:00 +0000 2024,We're really sorry for the delay on order #472807202. Please DM your order number and address so we can investigate with the carrier. ^JS,,155,delivery_delay
157,cust_57472,True,Fri Mar 01 18:19:00 +0000 2024,My order #643271261 was supposed to arrive 2 days ago and it's still not here!,158,,delivery_delay
158,AmazonHelp,False,Fri Mar 01 19:19:00 +0000 2024,Apologies for the wait on order #982971099! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,157,delivery_delay
159,cust_90728,True,Fri Mar 01 18:33:00 +0000 2024,"Order #859466878 says delivered but I never got it, and it was already 8 days late.",160,,delivery_delay
160,AmazonHelp,False,Fri Mar 01 19:12:00 +0000 2024,We're really sorry for the delay on order #887906704. Please DM your order number and address so we can investigate with the carrier. ^JS,,159,delivery_delay
161,cust_46559,True,Fri Mar 01 18:47:00 +0000 2024,"Order #599154414 says delivered but I never got it, and it was already 13 days late.",162,,delivery_delay
162,AmazonHelp,False,Fri Mar 01 19:03:00 +0000 2024,That's not the experience we want for you. DM us order #388187517 and we'll look into the carrier delay right away. ^AB,,161,delivery_delay
163,cust_74789,True,Fri Mar 01 19:01:00 +0000 2024,"Order #361846370 says delivered but I never got it, and it was already 11 days late.",164,,delivery_delay
164,AmazonHelp,False,Fri Mar 01 19:09:00 +0000 2024,That's not the experience we want for you. DM us order #817461907 and we'll look into the carrier delay right away. ^AB,,163,delivery_delay
165,cust_88139,True,Fri Mar 01 19:15:00 +0000 2024,@AmazonHelp order #295249057 missed its delivery window again. What's going on?,166,,delivery_delay
166,AmazonHelp,False,Fri Mar 01 19:55:00 +0000 2024,Apologies for the wait on order #956665975! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,165,delivery_delay
167,cust_74038,True,Fri Mar 01 19:29:00 +0000 2024,@AmazonHelp order #696776072 missed its delivery window again. What's going on?,168,,delivery_delay
168,AmazonHelp,False,Fri Mar 01 20:26:00 +0000 2024,We're really sorry for the delay on order #191926217. Please DM your order number and address so we can investigate with the carrier. ^JS,,167,delivery_delay
169,cust_22196,True,Fri Mar 01 19:43:00 +0000 2024,"This is ridiculous, order #841536135 is 12 days late with no explanation.",170,,delivery_delay
170,AmazonHelp,False,Fri Mar 01 19:50:00 +0000 2024,That's not the experience we want for you. DM us order #627015393 and we'll look into the carrier delay right away. ^AB,,169,delivery_delay
171,cust_82544,True,Fri Mar 01 19:57:00 +0000 2024,@AmazonHelp order #337937327 missed its delivery window again. What's going on?,172,,delivery_delay
172,AmazonHelp,False,Fri Mar 01 21:02:00 +0000 2024,We're really sorry for the delay on order #428786222. Please DM your order number and address so we can investigate with the carrier. ^JS,,171,delivery_delay
173,cust_42951,True,Fri Mar 01 20:11:00 +0000 2024,@AmazonHelp order #556881239 missed its delivery window again. What's going on?,174,,delivery_delay
174,AmazonHelp,False,Fri Mar 01 20:55:00 +0000 2024,Apologies for the wait on order #854684750! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,173,delivery_delay
175,cust_35105,True,Fri Mar 01 20:25:00 +0000 2024,"This is ridiculous, order #229553265 is 7 days late with no explanation.",176,,delivery_delay
176,AmazonHelp,False,Fri Mar 01 20:53:00 +0000 2024,We're really sorry for the delay on order #897662466. Please DM your order number and address so we can investigate with the carrier. ^JS,,175,delivery_delay
177,cust_23176,True,Fri Mar 01 20:39:00 +0000 2024,"This is ridiculous, order #893070706 is 6 days late with no explanation.",178,,delivery_delay
178,AmazonHelp,False,Fri Mar 01 21:20:00 +0000 2024,That's not the experience we want for you. DM us order #733064117 and we'll look into the carrier delay right away. ^AB,,177,delivery_delay
179,cust_26591,True,Fri Mar 01 20:53:00 +0000 2024,"This is ridiculous, order #418092217 is 7 days late with no explanation.",180,,delivery_delay
180,AmazonHelp,False,Fri Mar 01 22:06:00 +0000 2024,We're really sorry for the delay on order #424557359. Please DM your order number and address so we can investigate with the carrier. ^JS,,179,delivery_delay
181,cust_23446,True,Fri Mar 01 21:07:00 +0000 2024,@AmazonHelp order #148872110 missed its delivery window again. What's going on?,182,,delivery_delay
182,AmazonHelp,False,Fri Mar 01 22:14:00 +0000 2024,Apologies for the wait on order #848846217! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,181,delivery_delay
183,cust_43092,True,Fri Mar 01 21:21:00 +0000 2024,My order #716396766 was supposed to arrive 9 days ago and it's still not here!,184,,delivery_delay
184,AmazonHelp,False,Fri Mar 01 21:32:00 +0000 2024,Apologies for the wait on order #572949775! Send us a DM with your order details and we'll escalate with the delivery partner. ^RL,,183,delivery_delay
